run,success_rate,throughput,avg_agv_steps,avg_action_count
1,0.285714,2.400000,5.785714,0.142857
2,0.428571,3.600000,8.928571,0.000000
3,0.285714,2.400000,9.285714,1.214286
4,0.142857,1.200000,4.785714,0.428571
5,0.071429,0.600000,4.642857,0.000000
6,0.071429,0.600000,7.642857,0.428571
7,0.500000,4.200000,18.428571,3.142857
8,0.500000,4.200000,18.285714,4.000000
9,0.357143,3.000000,14.428571,3.785714
10,0.357143,3.000000,10.285714,0.785714
